Filename,CorrectTotalLabel,ProductType_AdultMilk,ProductType_Babyfood,ProductType_Babymilk-powder,ProductType_BeehoonVermicelliMeesua,ProductType_BiscuitsCrackersCookies,ProductType_Book,ProductType_Breakfast-cereals-cornflakes,ProductType_Canned-Packet-Creamers-Sweet,ProductType_CerealBeverage-powder,ProductType_CerealBeverage-powder-,ProductType_ChilliSauce,ProductType_Coffee,ProductType_CornChip,ProductType_FlavoredMilk,ProductType_Flour,ProductType_FruitJuice,ProductType_HoneyOtherSpreads,ProductType_InstantMeals,ProductType_InstantNoodles,ProductType_Kaya,ProductType_MaternalMilkPowder,ProductType_Milo-powder-,ProductType_NutellaChocolate,ProductType_Nuts,ProductType_Oil,ProductType_OtherBakingNeeds,ProductType_OtherDriedFood,ProductType_OtherNoodles,ProductType_OtherSauceDressingSoupbasePaste,ProductType_Pasta,ProductType_Peanutbutter,ProductType_PotatoSticks,ProductType_PotatochipsKeropok,ProductType_Rice(brown-others),ProductType_RolledOatsInstantOatmeal,ProductType_Salt,ProductType_Sardines,ProductType_SoftDrinks,ProductType_Sugar,ProductType_SweetsChocolatesOthers,ProductType_Tea-powder-leaves-,ProductType_WetWiper,Weight_1-99g,Weight_100-199g,Weight_1000-1999g,Weight_200-299g,Weight_300-399g,Weight_3000-3999g,Weight_400-499g,Weight_500-599g,Weight_600-699g,Weight_700-799g,Weight_800-899g,Weight_900-999g,HalalStatus_Halal,HalalStatus_NonHalal,HealthStatus_Healthy,HealthStatus_NonHealthy
IMG_3529_jpeg.rf.df748fb1dec585c1a3056d1525b50a4d,Nuts_300-399g_NonHalal_NonHealthy,-5.18187,-2.1730306,-4.0610185,-0.3905917,-1.032063,-4.358385,-4.2016244,-4.8705587,0.33958906,-2.8450341,-1.612964,-3.104947,-3.9623816,-3.8548255,-3.8597624,-7.363853,-2.543705,-4.844137,-3.068024,-4.540767,-3.481734,-3.7816706,-0.81373197,5.789685,-2.9925742,-2.7459679,-4.8249993,-1.1231064,-0.78326136,0.6542518,-2.158263,-4.4068747,-0.3532296,-4.493525,-4.3122916,-4.8827915,-4.8368793,-5.5859156,-3.7964952,-2.019433,-3.426782,-4.521839,0.20352255,0.46631193,-4.1037726,-0.6739714,9.72021,-4.618473,-3.313894,-1.0358579,-3.40111,-4.865389,-4.833189,-4.081396,-5.469615,4.303799,-2.0209146,2.1116602
IMG_2274_JPG.rf.f6c7b223fbc68aa994f0ce675548224c,BeehoonVermicelliMeesua_200-299g_NonHalal_NonHealthy,-3.3469808,-0.40124956,-2.363498,8.666472,-0.28878102,-4.389848,-3.879475,-4.1810427,-4.0468683,-4.6663485,-2.2717273,-2.3273294,-4.2794223,-4.3598647,-2.4072948,-4.275038,-2.860643,-2.296753,-0.6893138,-2.2821264,-3.0110998,-3.5190806,-3.4308841,-2.1840193,-3.4218009,-3.4842474,-1.4827211,-1.2302123,-0.6616466,0.0033804956,-3.2713425,-3.690824,-1.1861058,-2.6859107,-4.179901,-2.6238184,-3.1925638,-2.3708677,-2.8295062,-1.6309096,-2.432889,-3.9901512,-1.5393116,-0.45125157,-3.5442972,8.139875,0.14838067,-3.249502,-1.9364274,-3.1647415,-3.387843,-4.1608524,-1.2979168,-4.3551116,-4.0836287,4.023791,-3.9223065,3.382638
IMG_1036_JPG.rf.57e90485f3c15adbf208a427e6877a07,Pasta_200-299g_NonHalal_NonHealthy,-6.3101525,-2.3864288,-4.5706725,-1.2942597,0.039106715,-5.2502713,-5.8130217,-5.8872247,-5.3173056,-6.242686,-4.9611897,-2.8559353,-2.555378,-6.303107,-4.5650206,-3.9435086,-3.065292,-3.4494658,0.21661115,-4.359379,-2.101548,-4.0552106,-2.7052736,-3.3530524,-5.2645416,-4.2965717,-2.2035065,0.9186704,0.38655657,8.557723,-2.9836051,-4.635614,-4.293897,-3.2437472,-4.7428746,-5.0422215,-3.816652,-3.9965918,-3.4308553,-1.2185655,-4.232074,-2.2782524,-2.812401,1.832105,-5.1809,6.6293354,-1.0021807,-4.141237,-1.3707708,-1.8087186,-2.7278364,-2.9584737,-4.539282,-5.181357,-6.648745,5.9873834,-5.4706774,5.3726583
IMG_2175_JPG.rf.40f0450ed5a2beffb6e4bd7709d8911a,BeehoonVermicelliMeesua_1-99g_Halal_NonHealthy,-0.6398137,1.5420288,-3.0149255,8.204329,-0.914511,-4.503261,-4.0171,-4.6880774,-5.4281564,-2.6629612,-2.2976835,-4.334445,-3.6693077,-3.9288743,-1.7633723,-5.5701666,-2.9861515,-2.1026466,-3.3818526,-3.6603022,-2.4679573,-5.3454175,-5.52345,-0.6053685,-2.3402243,-3.5160503,-6.221146,-2.2322793,-1.737121,-3.2270787,-4.299556,-1.7082556,0.07554901,-3.067712,-3.672544,-3.1038527,-3.4903634,-6.7059326,-2.2369146,-1.3903275,-2.745371,-5.290763,7.6208677,-2.9952006,-3.725689,-2.2855177,1.376023,-4.754964,-0.62044966,-2.2635243,-3.3766868,-4.985644,-2.623947,-3.3618345,3.0108745,-4.271518,-5.301143,4.824762
IMG_5400_jpeg.rf.45246dee9646e3ab6d5a66643ad7af45,FlavoredMilk_100-199g_Halal_Healthy,-2.5934784,-1.5526875,-1.3236911,-1.0273156,-1.4951099,-3.932524,-2.4216053,-3.6311278,-1.5928264,-3.332346,-2.6159878,-0.5060321,-6.485996,4.812707,-5.083567,-5.061837,-3.0675602,-2.7289777,-4.155898,-2.9926622,-4.731924,0.26126534,-4.073488,-0.4615092,-2.4437172,-3.5273986,-4.160494,-1.9637369,-3.1109123,-4.362583,-3.554665,-5.3041525,-3.9103293,-3.1967518,-0.24694708,-5.3932085,-4.1404514,-3.971119,-4.450948,-3.3625953,-1.2729347,-4.4803343,-0.9347272,5.6520176,-1.8807626,-3.34385,0.46264157,-5.6240697,0.6792648,-2.904611,-4.956113,-0.04385054,-3.191683,-3.6786492,2.4533117,-3.4845436,3.413993,-4.294199
20231222_0620,Salt_500-599g_Halal_NonHealthy,-2.2605658,-2.5742114,-2.2759924,-1.4281561,-1.5276557,-3.700127,-4.2592893,-4.74627,-4.37416,-2.0240312,-2.1785233,-2.8909705,-3.0672252,-3.628745,-3.5018258,-0.85863185,-2.1065328,-2.3874161,-2.9088526,-2.181218,-4.3752694,-4.54342,-5.272147,-1.4912713,-2.0326514,-3.5693557,-0.6154962,-1.7626503,-1.1507086,0.88315696,-3.6564066,-3.3272493,-1.6373237,-3.2639081,-2.0772905,8.8384695,-4.3298993,-1.3654835,-2.9404762,-1.6761769,-2.8198612,-2.0019076,-1.3211132,-0.047117516,-3.2057505,-0.5984169,-3.4507232,-4.1739836,-1.6773475,8.78621,-2.9236896,-0.6239051,-2.2054927,-3.6320832,2.8920765,-3.2773335,-4.5033627,4.4831963
20231222_0320,BiscuitsCrackersCookies_200-299g_NonHalal_NonHealthy,-3.5013866,-0.72084635,-2.6012719,-0.20967057,8.578743,-4.577753,-5.519016,-4.2412252,-3.0730038,-3.969407,-3.7156582,-1.4830173,-3.302509,-4.6514134,-2.5776892,-3.3896897,-3.4909284,-4.1794987,-1.5159923,-3.762121,-2.5983353,-3.8460653,-2.7949226,-2.0697904,-4.3731594,-3.3340428,-0.48762894,-2.0538309,0.49117106,-0.2157512,-4.0607467,-3.224078,-2.2690227,-2.8772933,-3.5482666,-2.7594624,-2.808925,-3.087854,-3.0377903,-0.019045617,-2.0427258,-3.3340883,-1.2631352,0.5443218,-3.596002,8.269418,-1.6432282,-3.0283406,-2.3076038,-1.8959074,-2.714188,-4.0689654,-2.7427175,-4.345932,-4.936845,4.0642056,-5.2723064,5.000824
IMG_6833_jpeg.rf.d0084e94b9f5e3f6b6c3c6f3a0dc96cc,Babyfood_1-99g_Halal_NonHealthy,-0.15358832,9.601325,-0.94725734,-0.9769485,-2.5633214,-4.6285043,-5.9345603,-5.567388,-3.8284497,-3.2653809,-2.151334,-2.8694396,-4.1840854,-2.242288,-3.6421716,-5.6906805,-1.548147,-1.9638306,-3.1908321,-1.914246,-2.0879924,-5.459801,-6.4995985,-1.627467,-4.1036596,-4.1836214,-5.268326,-4.4183846,-1.8612407,-3.5505912,-3.3772297,-3.3258827,-0.5529659,-3.1839333,-5.038396,-2.9935563,-1.8828026,-5.2256603,-4.590985,-1.1416359,-2.3055274,-4.952464,7.641673,0.284348,-4.192658,0.15171511,-0.63953424,-6.4258394,-2.0256798,-1.9580857,-3.4569423,-2.7218523,-4.460406,-4.692428,3.5514314,-4.251371,-4.738621,3.9594214
IMG_0061_jpeg.rf.a052a77aff9d65e26b7d9967f2115e28,Babyfood_300-399g_Halal_NonHealthy,-2.715009,9.642818,-0.5395909,-0.6818136,-1.4017174,-6.984024,-6.965614,-3.3105056,-1.4711267,-3.3010821,0.1508394,-3.525876,-5.3537145,-3.3007815,-3.9248466,-6.6385098,-1.5795331,-2.387164,-4.2962446,-2.8599277,-4.414968,-5.935225,-3.7120185,-2.764751,-3.325784,-2.3646016,-6.5843987,-5.245305,-3.4086032,-2.9599752,-0.023731302,-4.662319,-3.3859158,-2.5444858,-4.778268,-5.1222277,-0.41221607,-6.1563983,-4.67093,-3.015901,-4.0893173,-5.719262,0.44085076,0.5931955,-4.475527,-0.6481346,6.8055906,-6.430437,-0.83836985,-3.1551118,-5.2209125,-3.9600978,-3.6827765,-4.0151176,4.1470876,-5.2027707,-5.36966,4.4160547
IMG_3365_jpeg.rf.9c5c8a6327843ba4ccddacedbdec6470,Nuts_100-199g_Halal_Healthy,-2.8952682,-2.568336,-1.1213553,0.7095345,-1.3067808,-3.8240013,-0.12737317,-4.45665,-2.1782973,-0.5473163,-3.3465052,-1.2147549,-5.5441475,-1.035169,-4.4740953,-5.1733084,-3.936335,-1.1559507,-1.9939573,-4.226817,-3.4920878,-3.0033236,-5.379635,7.941356,-4.1794214,-2.3650181,-4.6232166,-1.875127,-2.9507926,-3.69223,-4.1590824,-4.214263,-1.8803204,-3.902688,-0.11067715,-4.2823715,-4.0034266,-3.083816,-4.0206532,-3.3979838,-0.96542764,-4.0854473,-0.97907823,6.100205,-4.196921,-2.669641,0.19517256,-5.514585,-1.1916633,-2.0103488,-2.8574455,-2.803509,-2.016627,-1.3583513,3.5501719,-4.437159,3.9328907,-3.8659072
IMG_3536_jpeg.rf.4c765f6ab9c37d13af1d3287c1f69b17,Nuts_300-399g_Halal_NonHealthy,-5.0394053,-1.4613243,-3.454616,-1.0943193,-1.4311924,-6.2756553,-5.1273723,-4.519315,-3.407901,-1.8334298,-0.9697847,-1.9872853,-5.468392,-4.049194,-4.639921,-4.804028,-0.27559373,-2.9832618,-4.290954,-3.299535,-4.506676,-5.8845534,-3.07777,7.6519547,-0.7749332,-2.9869466,-5.962793,-2.8505661,-1.2247815,-1.172373,-2.0559547,-4.681061,-2.659993,-4.266306,-3.958984,-3.8270338,-4.3893514,-6.3447595,-2.4733248,-1.921047,-3.7101388,-6.0025716,0.2764549,-1.0104524,-3.9582915,-1.4391229,9.220578,-5.361485,-2.3716242,-1.8948007,-2.931247,-2.8225825,-4.8413024,-3.916016,3.115413,-4.731718,-5.382287,5.8076863
WIN_20231207_11_15_51_Pro,RolledOatsInstantOatmeal_400-499g_Halal_Healthy,-2.7762792,-2.334391,-1.8293468,-2.0201797,-0.44135317,-0.8183807,-0.56717515,-1.4535624,-0.56632066,-2.135293,-3.1520996,-1.522222,-3.2400734,-1.2224494,-3.2568674,-3.8816507,-3.3915186,-3.6828585,-3.3712995,-2.0002909,-3.384541,-1.5838608,-4.134259,-1.5525955,-2.862068,-2.3077786,-3.8833377,-2.4795403,-2.236705,-0.99589986,-3.11163,-2.5860245,-2.2490346,1.2629461,5.816037,-3.9007416,-4.0675187,-1.0830091,-2.7105577,-1.9672633,-3.5039659,-3.8272538,-0.54903203,-1.304203,-1.6625348,-1.4004278,-1.968126,-4.9734697,5.0546756,-1.2841986,-3.647891,-0.70980114,-1.5091583,-1.4595892,2.0341492,-2.6008472,2.5785866,-3.0138838
Crackers_100-199g_0311_Halal_3_png.rf.28974f239876fa6a4f9c9f2c86a12fb2,BiscuitsCrackersCookies_100-199g_Halal_NonHealthy,-2.5509171,-1.2738467,-3.1205444,-2.4482055,8.721047,-4.4785156,-4.010521,-3.320915,-4.741817,-2.277129,-3.5875936,-2.2839937,-5.091484,-3.165815,-2.9741418,-1.7613951,-3.1543186,-0.29405183,-0.7869147,-4.215845,-3.2563555,-3.7098598,-4.408231,-0.48873582,-3.4574661,-2.912148,-2.9092996,-1.4755507,-3.505035,-3.0231054,-4.737542,-2.219995,-2.7517786,-2.2107215,-0.90977675,-4.943833,-0.8666251,-5.669807,-3.4684978,-3.0990965,-1.4395691,-3.2491295,-1.2230927,7.4469657,-1.9871653,-2.2685394,-1.7337852,-4.8395743,-1.0248629,-3.360426,-1.7774172,-1.8926663,-1.9058938,-3.6280737,1.8538399,-2.9084198,-4.024359,3.8595526
IMG_6851_jpeg.rf.8e69989d29044a62f35bb4f2b7903783,Babyfood_1-99g_Halal_NonHealthy,0.10791972,8.990482,-1.1111465,-0.9462712,-2.0633585,-4.82128,-4.6079764,-4.7301254,-3.6587336,-2.192352,-3.0089235,-2.0958729,-5.0425773,-2.518254,-3.8383012,-6.0190005,-2.4081028,-1.9393183,-3.3470266,-2.5389006,-0.7637754,-4.9873548,-5.76765,-1.1408881,-4.2515826,-1.8161467,-6.053881,-3.5786066,-2.7129252,-4.4693007,-4.1093774,-3.9785697,-0.95572907,-2.382672,-4.6975284,-4.2643437,-4.1012297,-6.472733,-4.074999,-2.274792,-1.4617141,-5.6933517,6.966112,-0.38915026,-3.7503324,-0.8552437,-1.1653795,-6.4549026,-0.3182996,-3.7252393,-1.3386133,-2.9041245,-5.121377,-3.7191567,3.4537501,-4.1856833,-4.022139,3.2915585
output_frame_0635,Kaya_400-499g_Halal_NonHealthy,-3.9540193,-1.1294858,-1.9717852,-1.1038475,-1.3608363,-3.8755097,-2.5898926,-0.29562542,-1.3493595,-4.899593,-1.6833396,-2.816965,-3.2330441,-2.8811142,-3.1335046,-4.013654,-0.62151253,-2.4715729,-1.7578822,8.102674,-3.2795928,-3.6639404,-3.1142564,-0.64096487,-1.4540515,-2.5598238,-4.3982687,-2.9155405,-2.8354254,-0.27247277,-1.7035732,-2.6416976,-1.1311704,1.32172,-3.2515557,-2.943511,-2.663665,-3.0535314,-2.303177,-0.6787023,-3.044055,-3.5595593,0.25499934,-1.1896539,-3.3577404,-1.0356265,-0.9284766,-4.688548,7.1963463,-0.8514478,-4.165484,-2.721956,-3.9046426,-3.7790015,3.1773822,-3.1723092,-4.190803,3.9139311
IMG_7010_jpeg.rf.ae0b41b42538f03c3f66b9590b495566,SweetsChocolatesOthers_100-199g_NonHalal_NonHealthy,-4.0385904,-1.4005715,-4.1090736,-1.5942565,-0.386295,-4.718783,-5.596407,-5.581867,-5.6288705,-5.2201247,-5.488869,-2.2393496,-3.4315631,-5.090642,-1.1957608,-5.9453015,-2.725027,-1.6101183,-1.7073582,-3.8295035,-3.242636,-3.8309844,-3.9987366,0.44651443,-6.2226477,-1.4043299,-1.299284,-0.33105707,-3.1128533,-2.1284077,-4.583139,-4.5404215,-2.5631003,-4.8643517,-4.777699,-3.4138117,-2.9777157,-6.598873,-0.532566,9.951256,-0.78981084,-2.793603,0.459142,7.306346,-3.0341957,-1.4491638,-3.8130355,-1.9642032,-1.889295,-1.6535338,-3.2979333,-4.168869,-3.669678,-2.8193572,-4.7218394,3.7803316,-6.552317,6.4258647
IMG_20230428_121507_jpg.rf.eeda5cfaef09d2206a517dbf35e59cff,Sugar_3000-3999g_NonHalal_NonHealthy,-2.2311344,-2.4530137,-3.1433928,0.35005856,-1.0291045,-4.4658976,-4.2958055,-4.593257,-4.3215556,-3.9454768,-4.179375,-1.5650876,-2.8441157,-4.1366568,0.25131553,-5.099316,-3.2030318,-3.1681738,-2.6996334,-4.574794,-3.8395426,-2.904651,-3.2732484,-3.0048485,-2.8900623,-0.4180401,-1.5692841,1.2687575,-3.826087,-1.5334401,-1.7034528,-4.637347,-3.939932,-3.6508772,-2.7351627,-1.4374532,-4.1568184,-5.4236116,9.579035,2.0744326,-2.668543,-3.6015358,-2.1789882,-0.44443583,-1.0159934,-1.9458508,-1.4721195,6.4214444,-0.3963168,-0.97948176,-3.4166179,-3.7246263,-0.5690643,-2.2304552,-3.9499855,2.7890773,-4.392754,4.5151086
WIN_20231207_11_29_35_Pro,SweetsChocolatesOthers_100-199g_NonHalal_NonHealthy,-3.7740903,0.9171785,-3.447972,-2.3894625,-1.1766393,-4.0572815,-5.8529086,-4.600499,-3.8783948,-4.9092503,-4.6835117,-2.4822104,-2.7082584,-3.754845,-3.0239446,-4.836234,-3.0194798,-1.5783272,-2.7180755,-2.5377252,-3.7022703,-3.2642462,-3.6315596,1.1393594,-5.498955,-1.5451795,-0.90364414,-1.1643339,-2.6671233,-1.4690236,-3.631453,-3.7054093,-3.0478816,-2.594532,-3.4974775,-3.418151,-2.6310062,-5.15673,-1.6629561,9.129109,-1.6055038,-1.6557894,-0.002352689,7.8798804,-3.4048603,-0.6842932,-2.8192694,-2.5253587,-2.4869468,-1.5314878,-3.9655097,-1.9452496,-4.4796906,-2.510738,-3.3313417,2.5394142,-5.224434,4.8420887
IMG_9818_JPG.rf.5db94ed6b3b74eddf117542d2f45f606,OtherNoodles_500-599g_NonHalal_NonHealthy,-3.4486449,-4.5205507,-4.105854,-2.0272553,0.038763892,-6.6680603,-4.619881,-4.9636297,-5.5689216,-0.16847372,-3.428786,-3.5927687,-4.0315943,-5.4261165,-2.717677,-5.7764974,-3.3790324,-4.2097726,-2.824624,-5.7931023,-1.8759217,-3.3540678,-2.842731,-3.3830047,-1.901271,-1.572011,-5.5316544,9.500044,0.32964048,-0.83279705,-3.0580041,-5.688489,-3.1689296,-5.720578,-1.9590997,-0.7694464,-4.6952095,-6.5131097,-1.2514039,-0.3831442,-3.270726,-4.711162,-2.7489445,-2.7417376,-3.1413934,-3.8529124,0.2246339,-3.4657533,-0.44335157,8.765257,-0.06851931,-2.4352028,-3.2283807,-4.2018743,-4.318687,3.3726132,-5.7212873,5.052813
IMG_5349_jpeg.rf.f03cc9ecda65c90116ad952e8fda8851,BiscuitsCrackersCookies_100-199g_Halal_NonHealthy,-3.5168238,-2.8928988,-3.0894668,-3.5443225,7.1662135,-4.428114,-3.4213443,-3.225073,-4.2219467,-1.9993576,-3.2829196,-1.0127442,-4.5459795,-3.0402172,-3.7016745,-2.3142638,-3.035646,-0.46215868,-0.7156031,-3.7721522,-3.3938618,-4.0793347,-3.949286,-0.7491034,-1.6591014,-3.1386757,-2.8686209,-1.2360831,-3.765534,-1.92364,-4.2431297,-2.6895413,-2.5667317,-2.502442,-0.84213156,-4.015549,-2.6626341,-4.4192615,-2.790927,-1.3101234,-1.1873642,-2.8589373,-1.4322995,6.052913,-2.2376404,-1.0083747,-0.7202922,-4.4787083,-1.7618605,-1.8191843,-2.1059115,-1.6397234,-2.4452994,-3.711184,2.7952611,-3.4769201,-3.3946953,3.252981
20231215_output_frame_0063,BiscuitsCrackersCookies_1-99g_Halal_NonHealthy,-2.0061936,-2.456826,-2.8114755,-3.0959558,6.1334977,0.32898772,-3.1207085,-2.6733186,-3.5935373,-2.590524,-3.1453998,-2.4378178,0.007160497,-2.0312557,-3.0909243,-2.9011679,-2.9038444,-3.2080925,-2.5662668,-3.127237,-2.5509746,-2.829157,-4.4677997,-1.4723877,-2.8368578,-3.2658749,-4.5126786,-2.9538167,-2.8641157,-1.6841626,-4.204515,0.10557478,-2.052154,-0.28162774,3.127145,-3.7909226,-2.6132066,-3.4890301,-3.1231549,-2.8734887,-2.5321822,-1.2798023,5.126615,-0.7820515,-2.2376537,-1.3511012,-2.146663,-4.429313,1.5423204,-1.3570334,-3.1323574,-2.5542836,-2.1176631,-3.1115456,2.0081823,-3.0678327,-1.5760103,1.23302
20231222_0696,SoftDrinks_200-299g_Halal_Healthy,-4.114259,-1.3835614,-0.31372437,-1.559115,-1.7102101,-3.2571895,-2.3733025,-3.3708308,0.054732364,-1.4183931,-2.259522,-0.34816158,-3.850796,-2.262012,-4.2083344,-1.0497079,-4.3151355,-2.996236,-3.4170253,-1.0211465,-4.0745726,-4.1058955,-4.751451,-1.9016892,-3.4103606,-3.8196342,-2.8807082,-2.8860188,-0.819165,-0.64258516,-2.0682266,-3.9761012,-3.730954,-2.4012995,-0.2816711,-1.8275114,-3.664803,8.030948,-4.1234508,-0.39819252,-4.2365575,-4.0513134,-2.451395,-1.3038005,-4.519615,7.722831,-0.19884534,-4.66631,-0.97321004,-0.3612198,-3.596396,-0.21242213,-1.8946557,-2.587219,4.2134066,-3.8589103,3.1524193,-3.4214694
IMG_5403_jpeg.rf.94c501a1a2efc8e0674b9058b0a919f3,BiscuitsCrackersCookies_100-199g_Halal_NonHealthy,-3.6315255,-2.26545,-2.9949224,-2.029039,7.879536,-4.0227346,-3.6436532,-3.264355,-3.7403226,-2.2801197,-3.28498,-1.9966115,-4.453639,-3.2447252,-3.4059088,-2.5849736,-3.0317955,0.2605852,-0.9387106,-3.7665186,-3.6111815,-4.176638,-4.053094,1.0363368,-2.936757,-3.144624,-2.3426423,-1.967058,-3.6815922,-2.1453977,-4.04571,-2.1121337,-2.1085002,-2.6020298,-1.444162,-3.7703855,-1.9471607,-4.570784,-2.764601,-2.1591272,-0.79774386,-2.583381,-1.5157009,8.031303,-2.9046307,-1.3968884,-0.7946613,-4.2500043,-2.020378,-2.434067,-2.6101618,-2.7215798,-1.5452821,-3.8624942,2.3789494,-3.3339088,-3.51626,3.3382587
output_frame_0573,SweetsChocolatesOthers_1-99g_NonHalal_NonHealthy,-2.1242895,-1.2464596,-2.7303908,-2.7747667,-0.89853966,-1.9256738,-4.79477,-4.521857,-3.300926,-4.677983,-3.4547455,-2.5301843,-0.5854525,-2.534333,-2.258266,-4.3292747,-1.1170208,-3.541913,-3.5309098,-1.6462659,-1.7539737,-2.8145473,-3.4153917,-0.06336832,-3.342272,-1.7930453,-2.1194134,-0.9531353,-1.7393593,-1.6708279,-3.346938,-2.7069,0.3062087,-2.3538609,-2.35122,-2.8908691,-3.6317966,-4.5930862,-1.6463484,8.370237,-1.1306968,-2.6494913,7.158556,-0.39212728,-2.5491235,-1.049196,-2.1836238,-2.3372514,-1.4300492,-0.978024,-3.2674704,-2.8693366,-3.1134741,-2.748243,-3.6886735,2.9512813,-4.223027,3.922455
IMG_6911_jpeg.rf.ad4726f9460641c62a1bb9c901b46a81,OtherBakingNeeds_1000-1999g_NonHalal_NonHealthy,-3.827913,-2.8721328,-3.5709891,-2.0552711,-2.226964,-4.481005,-3.814418,-4.860694,-5.351837,-4.5758395,-5.405154,-1.9384086,-3.0310795,-3.3114893,4.4144697,-6.497662,-3.1835532,-5.4976563,-5.086038,-5.908624,-3.3347325,-3.090793,-2.7653646,-1.247138,-3.948791,8.581237,-3.8773177,-0.45357585,-3.964689,-0.78894526,-1.9915107,-5.169885,-3.6015499,-4.8843384,-2.1510878,-4.737149,-4.5675173,-6.9293714,-0.09405579,0.39306453,-2.5133765,-3.2953267,-1.2207382,-2.7933235,7.298305,-2.9025235,-2.230069,-2.0282435,-0.64926255,-2.5955496,-1.3867031,-5.1033936,-3.8730538,1.3375939,-5.5020905,4.076114,-5.1917543,4.896354
20231222_0170,OtherDriedFood_100-199g_NonHalal_NonHealthy,-3.7463164,-1.1962576,-3.6818388,-0.8821484,-0.6192062,-3.7599578,-4.1037955,-4.072894,-4.5394697,-4.202386,-3.804298,-1.3084362,-3.5526228,-2.8811967,-2.667467,-0.96561474,-2.1035116,-1.5578495,-1.0239679,-3.8042364,-2.9457052,-1.8855639,-2.9664955,-1.1342716,-3.4713297,-1.9362746,8.308976,-1.6472021,-1.0136061,-0.9680974,-3.423006,-3.1523767,-2.3607476,-2.8157783,-2.8811057,-0.50235623,-2.3884368,-3.2367332,-1.7244793,0.43982032,-2.2295213,-1.6752014,-1.3298138,7.1048594,-2.6647434,-0.7340368,-2.8455791,-2.2377338,-1.5050646,-0.8814522,-3.3315651,-0.92740816,-2.8780775,-2.929609,-3.681516,3.0004182,-4.06857,3.8852148
IMG_5388_jpeg.rf.58042732349da6f173df545f01de7d08,OtherSauceDressingSoupbasePaste_100-199g_NonHalal_NonHealthy,-5.537714,-0.3303662,-4.685335,-2.1143067,-0.09319568,-5.6450496,-6.328919,-3.9683185,-6.636896,-4.2592993,-2.8055177,-1.536831,-5.07095,-4.4926925,-4.406891,-4.079268,0.433648,-1.968032,-2.2501504,-3.9674306,-2.8197613,-3.6645172,-1.3425196,-2.655078,-2.9820087,-4.3086376,-1.0277265,-0.017841358,6.073254,-2.4237092,-2.437869,-4.5778117,-3.739208,-4.1595116,-4.4042153,-3.0782301,-0.9208366,-5.1767344,-3.960355,-3.0756483,-1.6890286,-4.4550967,-1.8523637,7.7076635,-4.185177,0.96924895,-2.2471144,-5.0113907,-2.3721602,-0.61706215,-3.1564066,-2.1257553,-4.3131857,-5.2071953,-3.9076982,3.111721,-5.5350285,5.280757
output_frame_0630,Kaya_400-499g_Halal_NonHealthy,-3.870485,-1.2398843,-1.8165897,-1.4853023,-1.3477851,-4.232946,-2.5324948,-0.11568238,-1.3450046,-4.655714,-1.5105343,-2.6121244,-3.5223675,-2.9510775,-3.1811213,-3.6242845,-0.8156764,-2.236401,-1.4680299,8.682326,-3.546996,-3.9464757,-3.3094304,-0.8806938,-1.0812911,-2.8262866,-4.3935943,-2.8349855,-2.9939682,-0.7289804,-1.7648157,-2.9188535,-1.5307473,1.4311379,-3.060552,-2.816235,-2.8684745,-2.536807,-2.2857177,-0.7736149,-3.3246472,-3.8191664,-0.5407274,-1.19726,-3.2663696,-0.57121336,-0.8814784,-4.812562,6.9285703,-0.7327887,-4.006456,-2.321686,-3.901766,-3.70995,3.9431782,-3.9439924,-4.1128225,3.8159342
2023_10_25_11_56_26_3365,Babymilk-powder_800-899g_NonHalal_NonHealthy,1.4415808,-1.5756222,9.631119,-3.4189787,-0.7499805,-6.750235,-4.8676076,-3.9646196,-4.9851303,-2.607603,-3.7695994,-4.494071,-5.853614,-4.202945,-5.12994,-6.0321803,-2.3257225,-3.573237,-3.0244372,-6.0979733,3.4095619,-4.405473,-3.4897387,-3.449023,-5.4352508,-1.7119895,-6.485988,-3.146825,-2.4860702,-2.3558266,0.24089669,-6.366602,-5.7401886,-5.577825,-3.9672065,-5.650015,0.7171469,-5.910517,-3.7370582,-3.643933,-2.5048187,-6.2056065,-4.013923,-1.8952346,-4.264382,-1.1866099,-1.9909515,-5.3502703,0.07069395,-2.2907274,-0.87840605,-2.6236954,6.8274274,0.16038606,-3.266208,1.9266846,-2.8972888,2.2693117
IMG_0955_jpeg.rf.7883bacb8246a7462bc3c2bcb6823614,OtherNoodles_500-599g_Halal_NonHealthy,-1.9173398,-3.9029572,-3.4215095,-0.17278746,-1.5464488,-5.9737535,-2.7848258,-4.55327,-5.52538,-0.30865195,-3.0648572,-3.059754,-4.9650187,-4.5417113,-3.99044,-3.093689,-3.8959208,-0.9665956,-1.7218114,-3.5855339,-2.6747057,-4.422406,-5.689439,-1.5409949,-0.74489397,-2.5550241,-4.377167,7.412557,-1.9599665,0.5004061,-3.6770818,-4.52073,-3.5626433,-4.967162,-2.1588254,1.3217489,-5.810952,-4.018187,-1.1897186,-2.1637938,-2.090722,-4.0197997,-3.303766,-1.1561301,-4.083952,-0.7531405,-1.8490684,-4.174376,-0.19269934,5.4377627,1.2046697,-1.1670609,-2.9009912,-3.5649793,3.3578758,-3.734908,-4.6568766,3.9549947
